latitude,longitude,elevation,name_local,name_en,wikipedia
31.8154407,94.7009514,6328.0,སྤུ་རྒྱལ་གངས་རི། / 布加岗日,Bu'gyai Kangri,
29.1815783,98.4600734,6324.0,大米勇,Damiyong,
29.790686,88.2848283,6310.0,,Sholap Kangri,
31.4474307,86.759871,6308.0,,,
31.034613,82.5295979,6305.0,岗青日/གངས་ཆེན་རི།,Kangchen Ri,
-15.8204983,-71.8801656,6288.0,Ampato,,en:Ampato
34.7970664,99.4626658,6282.0,Dradulllungshog,,
-30.4200699,-69.780925,6280.0,Majadita,,en:Majadita
33.2315524,79.1834626,6280.0,,,
-13.3327923,-72.547169,6271.0,Nevado Salkantay,,qu:Sallqantay
-1.4680988,-78.8155589,6268.0,Chimborazo,,es:Chimborazo (volcán)
33.4798268,86.7949982,6255.0,玛依岗日/མ་གཡེར་གངས་རི།,Mayer Kangri,
31.1063572,102.9019889,6250.0,幺妹峰,Yaomei Feng,
33.4830904,79.336642,6250.0,,,
37.9134532,87.3893058,6245.0,苏拉木塔格峰,,
32.6407966,79.2956888,6245.0,Irira,,
35.5572173,89.5780946,6240.0,岗扎日,,
33.2955128,79.7659585,6223.0,君麦雪外岗日,Gyoinmaixoi'og Kangri,
28.8532237,93.199579,6215.0,勃勃朗峰,,
29.8064948,99.6068119,6204.0,格聂峰,Mount Genyen,en:Mount Genyen
63.069115,-151.006239,6190.0,Denali,Denali,en:Denali
35.652509,94.250761,6178.0,玉珠峰,Yuzhu Peak,
-21.2207479,-68.468538,6174.0,Volcán Aucanquilcha,,es:Volcán Aucanquilcha
31.7855951,99.0679923,6168.0,雀儿山,Chola I,en:Rongme Ngatra
-29.9393801,-69.9068522,6160.0,Cerro Las Tórtolas,,es:Cerro Las Tórtolas
-29.1300549,-69.7871134,6160.0,Cerro El Toro,,es:Cerro El Toro
30.2548972,88.3612038,6135.0,,,
-24.3082182,-66.732348,6130.0,Nevado de Quehuar,,es:Volcán Quehuar
-29.58879,-69.4493948,6122.0,Colanguil,,en:Colanguil
-21.8878622,-68.3913969,6120.0,Volcán San Pedro,,es:Volcán San Pedro (Antofagasta)
37.3880683,87.6071148,6120.0,Ayaliktag,,
33.3342157,88.7257736,6115.0,阿木岗日/རྔ་མོང་གངས་རི།,Ngamong Kangri,
-29.014176,-67.8292387,6097.0,Cerro General M. Belgrano,,
38.1862116,88.898266,6065.0,Aleketag,,
-23.2926206,-67.6179272,6046.0,Acamarachi (Pili),,es:Volcán Acamarachi
-14.6336144,-69.2287005,6044.0,Nevado Chaupi Orco Norte,,qu:Chawpi Urqu
32.4133167,-111.3817764,6039.0,,,
28.394726,100.3512331,6032.0,仙乃日,Xiannairi Peak,
-26.5302812,-67.0585172,6012.0,Cerro Laguna Blanca(s),,en:Cerro_Laguna_Blanca
-22.2643689,-67.1869214,6008.0,Uturuncu,Uturuncu,en:Uturuncu
30.2910914,92.2767412,5994.0,莫拉木则/མུའུ་ལ་མུ་རྩེ,Mulamuzê,
31.4509151,100.2254028,5992.0,,Kawarani,
-17.7203675,-69.7727281,5988.0,Volcán Tacora,,es:Volcán Tacora
-19.752439,-68.6969626,5982.0,Volcán Sillajhuay,,es:Cerro Sillajhuay
41.0601764,77.6858053,5982.0,Данков чокусу,Pik Dankova,
-22.7190231,-67.8903146,5971.0,Sairecábur,,es:Sairecabur
60.5678461,-140.4056911,5959.0,Mount Logan,,en:Mount Logan
-21.9334307,-66.8805253,5914.0,Cerro Lípez Sur,,en:Cerro Lípez
-25.9391641,-66.9206192,5912.0,Cerro Galán,,
-0.6805597,-78.4377734,5897.0,Cotopaxi,,es:Volcán Cotopaxi
-12.2610385,-75.9596672,5897.0,Nevado Ticlla,,en:Ticlla (mountain)
-24.0626914,-65.7461965,5896.0,Cerro Nevado de Chañi,,en:Nevado de Chañi
-3.0764084,37.3539987,5895.0,Uhuru Peak,Uhuru Peak,en:Mount Kilimanjaro
28.3279581,97.5349735,5881.0,ခါကာဘိုရာဇီ,Hkakabo Razi,de:Hkakabo Razi
-19.1468683,-68.6976842,5869.0,Cerro Cabaraya,Cabaray,en:Cabaray
45.4363785,15.0028382,5845.0,Brusnik,,
39.2510129,93.6970188,5830.0,Altun Shan,,
30.5782056,99.4937833,5812.0,加拉本森峰,,
38.5005237,97.7246419,5808.0,疏勒南山,Mount Shulenan,zh:疏勒南山
-22.9374099,-66.9654062,5800.0,,,
0.0251586,-77.9889555,5790.0,Cayambe,,es:Cayambe (volcán)
-13.9079155,-70.416309,5780.0,Allin Qhapaq,,qu:Allin Qhapaq
38.0389436,95.3233181,5725.0,,,
-22.8584417,-66.5923583,5722.0,Cerro Sipisami,,
-10.5305571,-75.9323456,5721.0,Waqurunchu,,qu:Waqurunchu
30.422118,97.090411,5686.0,岗日直果,,
10.8389605,-73.6866318,5685.0,Pico Cristóbal Colón,,es:Pico Cristóbal Colón
-16.3488523,-70.9020299,5672.0,Volcán Ubinas,,es:Ubinas
35.9549208,52.1096123,5671.0,دماوند,Damavand,fa:دماوند
34.6716685,-112.2684427,5654.0,Coyote Crest Hat,,
30.4534799,96.83756,5654.0,干嘎达则,,
36.7626196,-108.1824016,5646.0,,,
43.3524068,42.4378774,5642.0,Эльбрус Западный,Mount Elbrus (West Summit),ru:Эльбрус
19.0302938,-97.2698143,5636.0,Pico de Orizaba,,
27.0984141,100.1767026,5596.0,玉龙雪山,Jade Dragon Snow Mountain,en:Jade Dragon Snow Mountain
32.6758615,103.8468285,5588.0,雪宝顶/ ཤར་དུང་རི།,Xuebaoding,
13.8276132,-88.9848327,5561.0,,,
-11.9085109,-75.0540202,5557.0,Waytapallana,,qu:Waytapallana
-20.9191121,-66.0362097,5552.0,Cerro Chorolque,,
-27.2131033,-66.0938132,5550.0,Cerro del Bolsón,,en:Cerro del Bolsón
39.2027575,98.5430915,5547.0,祁连山,Mount Qilian,
-13.9203232,-74.0191638,5532.0,Chinchica,,
30.4687459,97.693659,5524.0,东绰日,,
-26.146666,-66.2193308,5512.0,Cerro Chuscha,,es:Cerro Chuscha
39.5654629,70.2195282,5509.0,Пирамида,Pyramid,
31.0904174,101.2700273,5500.0,玉科雪山,,
39.1978849,68.1955906,5489.0,Чимтарга,Chimtarga,ru:Чимтарга
31.3740824,97.1039423,5460.0,谷布神山,,
19.0226843,-98.6277258,5452.0,Popocatépetl,,
43.8015385,88.3349826,5445.0,博格达峰,Bogda Peak,zh:博格达峰
-19.7792248,-66.480207,5438.0,Nuevo Mundo,,de:Nuevo Mundo (Vulkan)
-19.8322737,-67.6453803,5432.0,Tunupa,,es:Volcán Tunupa
6.4945593,-72.2964476,5410.0,Ritacuba Blanco,,en:Ritacuba Blanco
33.7876603,96.5780822,5395.0,嘎朵觉悟/དགའ་བསྟོད་ཇོ་བོ།,,zh:嘎朵觉悟
2.9292062,-76.0280368,5390.0,Nevado del Huila,,es:Nevado del Huila
33.2878749,101.1022607,5369.0,果洛山,Golog Shan,
31.2482218,97.5289717,5361.0,央切隆,,
4.8819399,-75.3178182,5321.0,Volcán Nevado del Ruiz,,es:Nevado del Ruiz
-10.8939965,-40.3101254,5311.0,Morro do Uricuizeiro,,
36.5351178,-111.818886,5307.0,,,
36.1146261,99.2105716,5290.0,切龙岗,Qielong Gang,
43.4380404,86.0855024,5289.0,河源峰,Heyuan Feng,
34.6928281,98.0988253,5266.0,巴颜喀拉山脉,Bayan Har Mountains,en:Bayan Har Mountains
37.6929727,101.5057297,5254.0,岗什卡,Gangshika,en:Gangshiqia Peak
43.5799971,85.1180391,5248.0,,Borgora,
35.1614832,95.6923069,5214.0,雅拉达泽峰,Yagra Dagze,
-0.152707,37.3092138,5199.0,Batian,Mount Kenya,en:Mount Kenya
-34.7540349,-69.9719098,5189.0,Cerro Sosneado,,
-34.6704874,-69.2571265,5189.0,Caldera del Atuel,,
-13.3773858,-74.6392784,5185.0,Nevado Apacheta,,
39.7019346,44.2983964,5165.0,Ağrı Dağı,Mount Ararat,ku:Çiyayê Agirî
-23.2661795,-65.1126552,5116.0,Cerro Colorado de Caspalá,,
0.3856068,29.8729544,5109.0,Margherita,Margherita Peak (Mount Stanley),
40.4495218,75.0874229,5108.0,Mystyr,,
-19.6358574,-65.6831503,5084.0,Cerro Alto Cabeza,,
34.6430663,67.6247224,5064.0,Shah Fuladi,,
-17.2133962,-66.3992771,5060.0,Cerro Pirhuata,,en:Pirwata
35.3688959,68.7949976,5059.0,,,
-22.4499123,-65.1890903,5055.0,Cerro Fundición,,
42.6969414,44.5181108,5054.0,მყინვარწვერი - Казбек,Kazbegi,ka:მყინვარწვერი
61.3857184,-141.7499319,5045.0,Mount Bona,,
-22.1470348,-65.1934884,5026.0,Cerro Negro,,
-22.9183971,-65.187465,5000.0,Cerro Morado,,de:Cerro Morado
61.7316667,-143.4330556,4996.0,Mount Blackburn,,en:Mount Blackburn
43.1186324,77.339875,4979.0,Талғар шыңы,Peak Talgar,kk:Талғар шыңы
8.5411373,-71.0482708,4978.4,Pico Bolívar,,es:Pico Bolivar
35.1541503,68.4760694,4969.0,,,
40.17243,25.7445502,4968.0,,,
-18.6678338,-66.0079163,4966.0,Cerro Hermoso,,
32.288915,97.2923489,4957.0,沃宁日马,Woningrima,sv:Woningrima
62.213889,-144.128889,4949.0,Mount Sanford,,en:Mount Sanford (Alaska)
34.1903537,103.4373566,4920.0,措美峰,,
40.7072333,74.3539167,4905.0,Уч-зеид,,
-78.5253981,-85.6173895,4900.0,Vinson Massif,,en:Vinson Massif
-19.0933654,-65.750978,4900.0,Malmisa,,
42.5208893,74.5715485,4895.0,пик Семёнова-Тянь-Шаньского,,
43.0752467,94.3463651,4885.0,托木尔提峰,Tomort,
-4.0786047,137.1586126,4884.0,Puncak Jaya,,en:Puncak Jaya
56.0562249,160.639707,4835.0,Ключевская Сопка,Klyuchevskaya Sopka,ru:Ключевская Сопка
36.3755866,50.9616653,4826.0,علم‌ کوه,Alam-Kouh,fa:علم‌کوه
38.2669323,47.8368019,4811.0,سبلان,Sabalan,fa:سبلان
45.8327056,6.8651706,4807.81,Mont Blanc - Monte Bianco,,fr:Mont Blanc
33.6219214,67.0473846,4803.0,,Shah Tus Aqa Ghar,de:Shah Tus Aqa Ghar
-18.5092782,-66.8515913,4782.0,Cerro Wila Kkollu,,
42.7755619,76.6885198,4771.0,Чок-Тал,,
41.940454,76.721877,4762.0,Кара-Кунгей,,
-4.70844,140.28927,4760.0,Mandala,,
34.0398184,69.9033669,4755.0,سیکرم,Sikaram Sar,en:Mount Sikaram
40.9589444,75.7654444,4755.0,,,
-18.6192483,-66.6108235,4752.0,Cerro Laurani,,
33.661253,67.6262398,4750.0,Kuh-e Sefid,,
-4.2620423,138.6816644,4730.0,Trikora,,en:Puncak Trikora
-36.6365987,-70.4312667,4709.0,Volcán Domuyo,,es:Volcán Domuyo
19.1018555,-99.7676262,4690.0,Pico del Fraile,,es:Nevado de Toluca
58.9063722,-137.526114,4671.0,Mount Fairweather,,en:Mount Fairweather
36.752778,43.121944,4666.0,ܛܘܪܐ ܕܐܠܩܘܫ,Alqosh Mountain,
32.3285263,-106.9448203,4665.0,,,
37.9570231,38.771165,4645.0,,,
45.9369096,7.866751,4634.0,Dufourspitze,Monte Rosa,it:Punta Dufour
45.0432865,80.2559978,4622.0,пик Семенова-Тян-Шанского,Alagordy,
13.2364263,38.3684558,4553.0,Ras Dashen,,en:Ras Dashen
36.5645507,100.9925056,4550.0,日月山,Riyue Mountain,
-84.3333333,166.4166667,4528.0,Mount Kirkpatrick,,en:Mount Kirkpatrick
-2.7377614,-79.2631839,4510.0,Cerro Chuzalongo,,
49.8070677,86.5899075,4509.0,Белуха,Belukha,ru:Белуха (гора)
-5.7809901,145.0307925,4509.0,Mount Wilhelm,,en:Mount Wilhelm
-1.5061464,29.450359,4507.0,Mount Karisimbi,,en:Mount Karisimbi
29.51172,57.271083,4501.0,کوه هزار,Hezar,fa:کوه هزار
42.3218934,71.0214711,4484.3,Манас,,
-83.8584233,168.3883398,4480.0,Mount Elizabeth,,en:Mount Elizabeth (Antarctica)
-4.304562,139.63177,4480.0,Puncak Coen,,
41.2207625,47.8581573,4466.0,Bazardüzü,,az:Bazardüzü
42.2668028,71.2713972,4455.0,Бакаир-Чоку,,
36.5785905,-118.2921377,4421.0,Mount Whitney,,en:Mount Whitney
30.9511762,51.4359184,4413.0,دنا,Dena,fa:دنا
39.1179831,-106.4450474,4401.2,Mount Elbert,,en:Mount_Elbert
39.1875396,-106.475619,4398.0,Mount Massive,,
38.924425,-106.320798,4395.6,Mount Harvard,,
46.8521484,-121.757682,4392.0,Mount Rainier,Mount Rainier,en:Mount Rainier
46.85287,-121.760438,4392.0,Columbia Crest,,
6.826419,39.8190149,4377.0,Tullu Dimtu,,en:Mount Tullu Dimtu
49.1446002,87.8164529,4374.0,Найрамдал оргил / 友谊峰,Khüiten Peak,en:Khüiten Peak
37.5776107,-105.4855278,4374.0,Blanca Peak (Sisnaajiní),Blanca Peak,en:Blanca Peak
29.4030607,56.8147142,4374.0,لاله زار,Lalezar,fa:کوه لاله‌زار
29.3899801,56.7468108,4371.0,کوه شاه,Kuh Shah,fa:کوه شاه
-6.042835,143.8868435,4368.0,Mount Giluwe,,en:Mount Giluwe
38.0717523,-107.4625069,4365.0,Uncompahgre Peak,,
37.9668836,-105.585452,4359.0,Crestone Peak,,en:Crestone Peak
27.5509917,102.3565869,4359.0,螺鬓山,Luobin Shan,zh:螺鬓山
27.4199372,102.4038616,4358.0,螺髻山,Luoji Shan,
39.3513775,-106.111409,4356.5,Mount Lincoln,,en:Mount Lincoln (Colorado)
39.0097131,-106.861429,4352.2,Castle Peak,,
39.6338758,-105.8175092,4352.0,Grays Peak,,en:Grays Peak
38.6741679,-106.2462052,4351.4,Mount Antero,,
39.5883492,-105.6436992,4350.0,Mount Evans,,en:Mount Evans
-82.85,161.35,4350.0,Mount Markham,,en:Mount Markham
41.9597547,71.8049014,4347.0,Чаткальская Ушба,,
40.2548911,-105.6152347,4346.0,Longs Peak,,en:Longs Peak
26.1489686,102.913123,4344.0,Xueling 雪岭,Xueling,
37.6340536,-118.2557165,4344.0,White Mountain Peak,,en:White Mountain Peak
37.0941667,-118.514444,4343.0,North Palisade,,
41.4091977,-122.1948645,4321.8,Mount Shasta,,en:Mount Shasta
1.1378903,34.5603473,4321.0,Mount Elgon,,
1.1183,34.5267,4321.0,Wagagai,,en:Mount_Elgon
38.0037895,-107.7922692,4315.4,Mount Sneffels,,en:Mount Sneffels
3.9353599,-74.1105106,4310.0,Nevado del Sumapaz,,
39.15021,-107.082727,4309.0,Capitol Peak,,en:Capitol Peak (Colorado)
41.6493028,71.3068861,4308.0,Пикгора,,
38.8404012,-105.0439523,4302.0,Pikes Peak,,en:Pikes Peak
43.3813666,93.3565324,4300.0,,,
-77.0410679,-126.0903503,4285.0,Mount Sidley,,en:Mount Sidley
37.1223405,-105.1858008,4283.0,Culebra Peak,,
37.9868041,-106.931283,4273.8,San Luis Peak,,en:San Luis Peak
10.9509678,39.1044676,4270.0,Amba Farit,,
19.5633402,-103.6082917,4260.0,Nevado de Colima,,
12.1419552,39.1836197,4260.0,Abuna Josef,,
46.8899703,91.4737697,4231.0,Munkh Khairkhan,,
-84.5522523,175.3103124,4230.0,Mount Kaplan,,en:Mount Kaplan
30.070065,57.4654962,4223.0,پلوار,Palvar,fa:پلوار (کوه)
15.0430989,-91.903608,4220.0,Tajumulco,,es:Volcán Tajumulco
63.620167,-146.7178937,4216.0,Mount Hayes,,en:Mount Hayes
32.3645807,50.0773489,4213.0,زردکوه,Zard Kuh,
43.1843954,-109.6540391,4206.0,Gannett Peak,,en:Gannett Peak
19.8206673,-155.4680718,4205.0,Mauna Kea,,en:Mauna Kea
43.7410416,-110.8024362,4199.0,Grand Teton,,en:Grand Teton
27.2867972,101.5436132,4196.0,穿洞子,Chuandongzi,
7.3642256,39.1580218,4180.0,K'Ech'A Terara,,
50.0631343,87.5678812,4177.0,Маашей-Баши,,ru:Маашейбаш
19.4755277,-155.6057028,4169.0,Mauna Loa,,en:Mauna Loa
19.4717348,-155.5923741,4169.0,Mauna Loa,,en:Mauna Loa
31.0598318,-7.9149438,4167.0,Jabal Tūbqāl,Toubkal,
-71.7848175,168.7531033,4165.0,Mount Minto,,
-83.3328703,165.7991121,4160.0,Mount Miller,,
42.3391387,46.249107,4152.0,Аддала-Шухгельмеэр,Gora Addala Shukgelmezr,
-5.9537899,146.3752424,4150.0,Mount Boising,,
37.0303769,36.2473726,4150.0,,,
-3.1090467,-78.6798586,4143.0,,,
41.9593599,46.9222301,4127.0,Дюльтыдаг,Dyultydag,en:Mount_Dyultydag
25.6489449,100.0980096,4122.0,马龙峰,Mount Malong,
-6.3107823,147.0902341,4121.0,Mount Sarawaget,,
11.7116209,38.2388686,4110.0,Guna Terara,,
44.922198,6.3596972,4102.0,Barre des Écrins,,fr:Barre des Écrins
6.0750667,116.5587,4095.2,Gunung Kinabalu,Mount Kinabalu,en:Mount Kinabalu
4.2180273,9.1733628,4095.0,Mont Cameroun,Mount Cameroon,fr:Mont Cameroun
-80.3666692,77.3498702,4091.0,Dome Argus,,en:Dome A
46.6175397,93.5942338,4090.0,Сутай хайрхан уул,Sutai Mountain,
33.3402302,49.3044504,4081.0,اشترانکوه,Oshtoran Kuh,fa:اشترانکوه
6.4567661,-76.1222411,4080.0,Alto Campana,,es:Páramo de Frontino
10.7117887,37.8435035,4080.0,Mount Choke,,
27.8941187,103.2370245,4076.0,狮子山,Shizi Shan,
31.5090927,-6.4441533,4071.0,Jebel M'Goun جبل مكون,,
-46.5957252,-73.3451421,4070.0,Monte San Valentín,Monte San Valentin,es:Monte San Valentín
-85.3475888,-167.5546769,4070.0,Mount Fridtjof Nansen,,en:Mount Fridtjof Nansen
37.1753045,103.1517236,4070.0,Maomao Shan,,
33.0586142,49.48661,4070.0,قالی کوه,Qalikuh,
41.4429513,70.5858724,4062.0,Зекир-бобо,,
38.9298398,42.8295948,4058.0,Süphan Dağı,Mount Suphan,en:Mount Süphan
31.6057117,54.0678183,4054.0,شیرکوه,Shir Kuh,
4.4499425,-73.7642303,4051.0,Cerro San Luis,,
37.4854618,44.0046134,4050.0,Uludoruk Dağı,,
37.4857329,44.0041628,4050.0,Cilo Dağı,,
46.3824278,9.9080521,4048.6,Piz Bernina,,en:Piz Bernina
-8.8927862,147.5330755,4038.0,Mount Victoria,,"en:Mount Victoria, Papua New Guinea"
-17.6174656,-65.0109759,4035.0,,,
37.4833384,-106.4339261,4026.0,Bennett Peak,,
-78.0665221,162.6839536,4025.0,Mount Lister,,en:Mount Lister
-78.0606839,162.6852529,4025.0,Mt Lister,,
37.3508407,-106.696704,4023.0,Summit Peak,,
44.3821883,-107.1739548,4017.0,Cloud Peak,,en:Cloud Peak
61.4375814,-147.7515041,4016.0,Mount Marcus Baker,,
51.3737074,-125.263529,4014.0,Mount Waddington,,en:Mount Waddington
36.5568934,-105.416808,4011.0,Wheeler Peak,,en:Wheeler Peak (New Mexico)
37.2886172,-106.5708688,4011.0,Conejos Peak,,
47.608333,97.5525,4008.0,Отгонтэнгэр,,mn:Отгонтэнгэр
37.689056,-119.199554,4007.0,Mount Ritter,,
42.7084085,-109.12837,3999.0,Wind River Peak,,en:Wind River Peak
31.8903601,50.3791753,3990.0,هفت چشمه,Haft Cheshmeh,
-8.4123651,147.4032199,3990.0,Mount Albert Edward,,
35.9719721,-105.650016,3976.0,West Truchas Peak,,
37.899857,-119.2211334,3976.0,Mount Dana,,
14.5015351,-90.875759,3976.0,Cumbre el Plato o Cumbre Bonete (Cumbre Sur Volcán Acatenango),,
44.9948369,100.2310124,3957.0,,,
53.1104841,-119.1551774,3954.0,Mount Robson,,en:Mount Robson
23.4699871,120.9572739,3952.0,玉山,Yushan,zh:玉山
30.7772116,52.7505442,3941.0,بل,Bel,fa:بل (کوه)
40.8354708,41.1613152,3931.0,Kaçkar Dağı,,tr:Kaçkar Dağı
12.8590065,39.497843,3930.0,Tigray HP,,
28.6005562,61.1337167,3927.0,تفتان,Taftan,ur:کوہ تفقان
38.5319536,35.4489507,3917.0,Erciyes Dağı,,
33.4553805,51.7997813,3910.0,کرکس,Karkas,fa:کوهستان کرکس
